Keyword,Frequency
분위기 좋고 사장,6
비건,6
비쥬,6
빅토리아,6
빙수,6
사먹고,6
사장 너무 친절하시구,6
사장 매우,6
사장 엄청 친절하세요,6
사장 직접,6
사장 친절하고 커피,6
사장 친절하셔요,6
사장 친절하시고 맛있어요,6
사장 친절하시고 매장,6
사장 친절하시구,6
사장 친절해요,6
사장 커피,6
사탕,6
산책 하다가,6
새해,6
생겼어요,6
생일 이라,6
선물 포장,6
선택 가능하고,6
세번,6
세심,6
소개,6
소품,6
솔드아웃,6
솔티,6
쇼콜라,6
수수,6
숨겨진,6
시프스,6
시험 기간,6
신선하고 맛있어요,6
실망,6
아기자기한,6
아담하고,6
아무,6
아샷추,6
아쉬운,6
않고 맛있어요,6
않는,6
않으면서,6
알바,6
어제,6
얼마나,6
엄청 맛있어요,6
없는데,6
없지만,6
에게는,6
에그,6
에요 커피,6
여기 쿠키,6
여유 로운,6
여유롭게,6
역시 커피,6
오랫,6
오미자,6
오세요,6
올거에요,6
올라간,6
요거트 너무,6
요청,6
우유 생크림,6
우유 크림,6
원두 고를,6
원두 다양해서,6
원두 직접,6
으로 구매,6
이구,6
이라 자주,6
이라고 해서,6
이라니,6
이었는데,6
이용 하는,6
이용 합니다,6
인가,6
인데 커피,6
인절미 츄러스,6
일만,6
일주일,6
입구,6
있길래,6
있는거,6
있어도,6
있어서 좋네요,6
있었고,6
있었네요,6
자꾸,6
자몽 베르,6
잘못,6
잠깐,6
장난,6
장점,6
저렴한,6
적당하고,6
적어서,6
접근성,6
정리,6
정말 너무,6
정말 맛있었어요,6
정말 정말,6
정말 최고,6
제일 맛있는,6
제일 맛있어요,6
제일 좋아하는,6
제품,6
조합 너무,6
좁지만,6
종류 별로,6
좋고 맛있어요,6
좋다,6
좋아요 자주,6
좋아져요,6
좋아할,6
좋은 시간 보내고,6
주년,6
주말 마다,6
주문 해봤는데,6
중독,6
즐기기,6
지나가다가,6
지나갈,6
직원 분들 친절하시고,6
직원 친절하시고,6
진심 이신,6
진짜 커피,6
쫀득 하고,6
쫄깃,6
차마,6
차이,6
찰떡,6
찾기,6
찾는,6
찾은,6
채광,6
처음 봤는데,6
철길 에서,6
청귤 이드,6
초코 크림,6
촉촉한,6
최고 최고,6
최애 카페 입니다,6
추천 입니다,6
축제,6
치즈케잌,6
친절하셨어요,6
친절하시고 디저트,6
친절하시고 인테리어,6
카공 하기,6
카페 hoipolloi,6
카페 hoipolloi coffee,6
카페 많이,6
카페 우아즈,6
카페 입니다 커피,6
카페 있어서,6
커피 너무 맛있어서,6
커피 맛있고 사장,6
커피 맛있는데,6
커피 먹고,6
커피 산미,6
커피 정말 맛있고,6
커피 좋은,6
커피 직접,6
커피 쿠키 맛있어요,6
케이크 주문,6
케이크 진짜,6
케잌 너무,6
코코 파인,6
코코넛,6
크리스마스,6
테이크,6
토요일,6
통밀 식빵,6
특히 무화과,6
특히 소금,6
파는,6
팥빙수,6
페인 있어서,6
포인트,6
포토,6
풍경,6
필수,6
하고 갑니다,6
하고 맛있어요,6
하고 커피,6
하기 너무,6
하기 좋은 카페,6
하기에,6
하는 이에요,6
하더라고요,6
하던,6
하러 자주,6
하셨으면,6
하실,6
한다,6
한데,6
한지,6
한참,6
해서 너무,6
해왔어요,6
했다가,6
했지만,6
행복한,6
행복합니다,6
호두,6
확실히,6
후회,6
흑임자 크림,6
흑임자 크림 치즈,6
8시,5
ㄱㄱ,5
ㅎㅎ 사장,5
ㅠㅠ 커피,5
가고싶은,5
가는 이에요,5
가벼운,5
가성 좋고,5
가야,5
가용,5
각각,5
간식 으로,5
갈만,5
감도,5
감사,5
감사했습니다,5
감사했어요,5
감자,5
갔었는데,5
갔을,5
같다,5
같더라구요,5
걱정 했는데,5
건가,5
건강하고,5
건데,5
겁니다,5
겨울,5
경험,5
고급 지고,5
고를 있고,5
고민 하다가,5
고소해서,5
고해,5
골라 먹는,5
곰돌이,5
공릉 마다,5
공릉 으로,5
공릉 철길 산책,5
공릉 커피 맛집,5
공릉동 찻길,5
공원,5
과일 몽땅,5
관리,5
괜찮은,5
구매 해서,5
구워,5
군데,5
굽는,5
그런데,5
그릭 산도,5
근처 에서,5
근처 이런,5
금액,5
급하게,5
기대되,5
기분 너무,5
깊은,5
깜빠,5
꾸덕꾸덕,5
나가는,5
나눠,5
나머지,5
나오고,5
나와요,5
남자 직원,5
낭시 너무,5
너무 귀여워요,5
너무 맛있게 먹었습니다,5
너무 맛있고 디저트,5
너무 맛있다,5
너무 맛있어요 커피,5
너무 않고,5
너무 않아서,5
너무 좋아요 사장,5
너무 친절해요,5
넛츠 카라멜,5
노트북 작업,5
노트북 하기,5
눈치,5
느껴져서,5
느낌 이라,5
느낌 입니다,5
다니는,5
다른 음료,5
다양하고 커피,5
다음 방문 할게요,5
단골 입니다,5
단체,5
달리,5
담백한,5
대답,5
대신,5
대용,5
대형견,5
데워,5
도착,5
독특하고,5
돌체,5
돌체 라떼,5
돼요,5
되어 있어서,5
되어요,5
되어있어서,5
된다고,5
두부 베이글,5
두유,5
둘이서,5
드시면,5
듣고,5
들러요,5
들를게요,5
들어가는,5
들어왔어요,5
들어있는,5
들어있어서,5
디저트 가게,5
디저트 까지,5
디저트 맛있고 커피,5
디저트 맛있는데,5
디저트 모두,5
디카 페인 마시러,5
따듯,5
따뜻하고,5
딱이네요,5
딱이에요,5
딸기 크레이프,5
딸기 판나코타,5
또한,5
뚫고,5
라고 해서,5
라떼 딸기,5
라즈베리,5
로만,5
로스팅 해서,5
롭고,5
마늘,5
마들렌 낭시 마카롱,5
마들렌 너무,5
마들렌 진짜,5
마시기 좋아요,5
마신,5
마싯,5
마카롱 마들렌,5
만난,5
만드셔서,5
만들어,5
만들어서,5
만들어주셔서,5
만하,5
많이 들어있어서,5
많이 않고,5
많지,5
말고,5
맛남,5
맛있고 가격,5
맛있고 좋아요,5
맛있고 직원,5
맛있고 특히,5
맛있네요 그리고,5
맛있는 같아요,5
맛있는 라떼,5
맛있는 케이크,5
맛있는것,5
맛있다는,5
맛있어 보여용,5
맛있어서 방문 했어요,5
맛있어서 원두,5
맛있어요 ㅠㅠㅠ,5
맛있어요 근데,5
맛있어요 동네,5
맛있어요 디카,5
맛있어요 디카 페인,5
맛있어요 레몬,5
맛있어요 자주,5
맛있어요 쿠키,5
맛있어요 크로,5
맛있었다,5
맛있었음,5
맛집 인정,5
맞게,5
맞아요,5
맞이,5
매장 너무,5
먹기 좋은,5
먹는 방법,5
먹는게,5
먹다,5
먹어 보고 싶어요,5
먹어 보는데,5
먹었네요,5
먹으려,5
먹으면서,5
멀어서,5
멋있고,5
메이플,5
모두 맛있고,5
모두 맛있어요,5
모습,5
모양,5
몰랐는데,5
몽땅,5
무난,5
무슨,5
물리,5
미니,5
미쳤어요,5
밀키웨이,5
받아서,5
받았는데,5
발견 해서,5
발견 했어요,5
방문 예정 입니다,5
방문 했어요 오늘,5
방법,5
밸런스,5
버려서,5
벌써,5
보고 맛있어서,5
보고 싶어요,5
보러,5
보려구요,5
보면서,5
보세용,5
보시길,5
보여용,5
보이는데,5
볼게요,5
봉투,5
봤는데 커피,5
봤던,5
부탁,5
부터 단골,5
분위기 정말,5
분위기 좋네요,5
분위기 차분하고,5
분위기 커피,5
불친절,5
브랜드,5
블루 마일 커피,5
빈티,5
빨대,5
사람 많아요,5
사람 많은,5
사람 많은데,5
사봤는데,5
사장 서도,5
사장 완전,5
산책길,5
살아서,5
새롭게,5
새해 많이,5
색깔,5
샌드위치 맛있어요,5
생각날,5
생강,5
생겨서 너무 좋네요,5
생겨서 좋아요,5
생기,5
생신,5
샤인,5
서야,5
선물 하기 좋아요,5
선택 가능,5
설탕,5
소세지,5
솔직히,5
순이,5
슈크림,5
슈톨렌,5
스콘 맛집,5
시키면,5
시킨,5
신기한,5
신맛,5
싫어하는데,5
심지어,5
싶었어요,5
싶었지만,5
쓰고,5
쓰는데,5
씹히는,5
아늑하고 너무,5
아늑해서,5
아메리카노 맛있어요,5
아몬드 낭시,5
아쉬웠지만,5
아쉽네요,5
아시,5
아이싱,5
아주 맛있어요,5
아지트,5
아폴로,5
앉을 자리,5
않는데,5
않았어요,5
않을까,5
야외 테라스,5
약과,5
언니,5
엄청 많아요,5
엄청 친절하시고,5
에만,5
에브리,5
에서 가장,5
에서 제일 맛있는,5
에이,5
여기 같아요,5
여기 버터,5
예약 없이,5
옛날 감성,5
오고 싶어요,5
오기 너무,5
오픈 시간,5
오픈 한지,5
오히려,5
옥수수 커피,5
올께요,5
올리브 치즈 깜빠,5
완벽해요,5
완전 맛있어요,5
왔는데 사장,5
요거트 과일,5
원두 구매,5
원두 사서,5
유명해서,5
유자,5
음료 쿠키,5
의사 있습니다,5
이드 맛있어요,5
이란,5
이랑 낭시,5
이랑 커피,5
이런 카페,5
이번 에는,5
이뻐요,5
이쁘게,5
이제야,5
이틀,5
인데 너무,5
인데 여기,5
인데 진짜,5
인사,5
인테리어 분위기,5
인테리어 좋고,5
인테리어 하고,5
있다는,5
있어요 ㅎㅎ,5
있었습니다,5
있었으면,5
있을 부터,5
자리 많고,5
자리 에서,5
자리 있어서,5
자몽 허니,5
자연,5
자주 가는 카페,5
자주 오고,5
자주 오는 카페,5
자주 와야겠어요,5
작고,5
작아요,5
잔뜩,5
잠시,5
재미 있어요,5
전반,5
전반 으로,5
절대,5
점도,5
점원,5
정말 친절하세요,5
정말 친절하시고,5
제철,5
조각 케이크,5
조금씩,5
조명,5
조카,5
종이,5
좋고 인테리어,5
좋고 친구,5
좋아요 방문,5
좋아요 분위기,5
좋아요 특히,5
좋아하지,5
좋았,5
좋았 니당,5
좋어요,5
좋은 블루,5
좋은 블루 마일,5
좋은 이에요,5
좋은 장소,5
주로,5
주말 에는,5
주민,5
주셨어요,5
주시는데,5
즐거운,5
즐겁게,5
즐겨,5
지고,5
지는,5
지도,5
직원 분들 친절해요,5
진열,5
진짜 맛있어서,5
진짜 맛집,5
진짜진짜,5
쫀득쫀득,5
쫀득하,5
쫀쫀,5
찍어,5
차도,5
차분하고,5
착해요,5
참고 하세요,5
창문,5
찾게,5
챙겨주셔서,5
처음 보는,5
처음 왔는데,5
청결,5
청결하고,5
최고 맛집,5
최애 빵집,5
치즈 깜빠,5
친절하,5
친절하고 분위기,5
친절하고 음료,5
친절하고 좋아요,5
친절하고 커피 맛있어요,5
친절하셔서 다음,5
친절하시고 분위기 좋아요,5
친절하시고 음료,5
친절함,5
카공 기도,5
카스테라,5
카페 내부,5
카페 너무 이쁘고,5
카페 라서,5
카페 분위기 좋고,5
카페 생겨서,5
카페 커피 스피릿,5
커스타드 퐁당,5
커스터드 퐁당,5
커피 굿굿,5
커피 너무 맛있네요,5
커피 로스,5
커피 마시면,5
커피 마실,5
커피 맛있고 소금,5
커피 맛있어용,5
커피 스콘,5
커피 진하고,5
커피 취향,5
커피 함께,5
케이크 맛있어,5
케익 너무,5
케익 맛있어요,5
쿠키 종류,5
크게,5
크로 이랑,5
크로 주문,5
태릉,5
테이블 에서,5
테이크아웃 으로,5
테이크아웃 해서,5
파크 에서,5
판매 하는,5
판매 해서,5
패션후르츠 라떼,5
페인 마시러,5
포장 해왔어요,5
포크,5
품절 이라,5
풍부한,5
프레,5
플레이,5
하구,5
하기도 좋고,5
하러 오기,5
하면서도,5
하시네요,5
한번 방문,5
한잔 하기,5
한정,5
할거,5
합니당,5
합리,5
항상 맛있는,5
해보세요,5
해서 갑니다,5
해서 먹었는데,5
해야겠어요,5
해주시,5
했고,5
했어요 오늘,5
호밀빵,5
힘든데,5
힙해,5
12시,4
500원 할인,4
5시,4
bb,4
ㅋㅋ 사장,4
ㅋㅋㅋㅋㅋㅋ,4
ㅎㅎ 다음,4
ㅎㅎ 매장,4
가게 인테리어,4
가겠습니다,4
가격 대가,4
가격 비싸지만,4
가격 저렴하고 맛있어요,4
가격 조금,4
가까우면,4
가까워서 좋아요,4
가득한,4
가봐야지,4
가성 좋아서,4
가야겠어요,4
가장 맛있는,4
각자,4
갈거에요,4
갈것,4
감있고,4
갔더니,4
같아요 다음,4
같지만,4
개성,4
거리 에서,4
겨우,4
결정,4
경우,4
계산,4
고르는 재미,4
고를 있어서,4
고소한 커피,4
골라 먹는 재미,4
공간 같아요,4
공간 넓고,4
공간 이라,4
공릉 디저트,4
공릉 디저트 맛집,4
공릉 이런,4
공릉동 에서 제일,4
공릉역 출구,4
공릉역 카페,4
공부 하기 좋은,4
공부 하시는,4
공용,4
과육,4
과일 까지,4
구매 하고,4
구웠을,4
구입 했어요,4
궁금해서 먹어,4
궁합,4
그게,4
그렇게,4
그렇다고,4
그리구,4
그릭 요거트 너무,4
그릭 요거트 맛있어요,4
그릭 요거트 맛집,4
근방,4
근처 카페,4
금요일,4
긋하고,4
기념 으로,4
기념일,4
기대 없이,4
기대 했는데,4
기도 좋고,4
기분 전환,4
기분 좋고,4
기분 좋네요,4
기분 좋아요,4
기분 좋았어요,4
기전,4
기프티콘,4
깔끔해서 좋아요,4
깜빠뉴,4
껴서,4
꼬소,4
꿀맛,4
끼리,4
나들이,4
나면서,4
나오는 노래,4
나올,4
나왔는데,4
나왔습니다,4
나요,4
날씨 좋을,4
남김,4
남편 이랑,4
낭낭,4
낭시 맛집,4
낭시 에는,4
내리는,4
냅킨,4
너무 너무 맛있어서,4
너무 달달,4
너무 맛있고 사장,4
너무 맛있고 쿠키,4
너무 맛있어요 디저트,4
너무 맛있어요 사장,4
너무 맛있었어요 특히,4
너무 예쁘고 맛있어요,4
너무 예쁘고 사장,4
너무 좋더라구요,4
너무 좋아,4
너무 좋아요 자주,4
너무 좋은 카페,4
너무 친절하시고 분위기,4
넉넉하고,4
넘나 맛있어요,4
네이버,4
노력,4
녹아,4
녹아요,4
느끼하고,4
느끼한,4
늦게까지,4
다녀,4
다르게,4
다양한 원두,4
다음 갈게요,4
다음 에는 다른,4
다이어리,4
다이어트,4
다크 초코,4
다행,4
달달 해서,4
달라 부탁,4
담백하고 맛있어요,4
담소,4
당연히,4
대가,4
대학생,4
대한,4
댕댕 데리,4
더위,4
독보,4
독서,4
동반 카페,4
동안,4
되는데,4
되니까,4
될거 같아요,4
드디어 방문,4
드시고,4
들도,4
들러,4
들러서,4
들려,4
들어가면,4
들어갔어요,4
들어오는,4
들어와서,4
디저트 가격,4
디저트 맛있습니다,4
디저트 맛집 이에요,4
디저트 먹으러,4
디저트 메뉴,4
디저트 분위기,4
디저트 정말,4
디저트 정말 맛있어요,4
디카 페인 아메리카노,4
딸기 요거트,4
라떼 너무 맛있어요,4
라떼 달달,4
라떼 마셨는데,4
라떼 먹었는데,4
라떼 정말 맛있어요,4
라테,4
레이스,4
로스 터스,4
롬브,4
리뉴얼,4
리뷰 쓰는데,4
리뷰 이벤트,4
리얼,4
마개,4
마다 여기,4
마들렌 맛집,4
마들렌 이랑,4
마들렌 이랑 낭시,4
마들렌 진짜 맛있어요,4
마시고 갑니다,4
마시는 커피,4
마시러 자주,4
마실 있어요,4
마음 들어요,4
마치,4
만드는,4
만들어주세요,4
만들어진,4
만족스러운,4
많고 맛있어요,4
많이 받으세요,4
많지만,4
맛보는,4
맛있고 가게,4
맛있고 가성,4
맛있고 다른,4
맛있고 매장,4
맛있고 인테리어,4
맛있고 친절합니다,4
맛있고 크로,4
맛있기로,4
맛있는 입니다,4
맛있는 케잌,4
맛있는거,4
맛있습니다 사장,4
맛있아요,4
맛있어서 놀랐어요,4
맛있어서 다른,4
맛있어서 좋았어요,4
맛있어요 가격,4
맛있어요 그릭,4
맛있어요 그릭 요거트,4
맛있어요 너무,4
맛있어요 분위기 좋고,4
맛있어요 완전,4
맛있어요 직원,4
맛있어요 케이크,4
맛있어요 항상,4
맛있었어요 분위기,4
맛있었어요 사장,4
맛있을거,4
맛집 맞아요,4
맛집 오늘,4
맛집 이라고,4
맛집 추천,4
맞았어요,4
매니아,4
매력 있는,4
매우 매우,4
매장 넓고 좋아요,4
매장 넓어서,4
머리,4
먹겠습니다,4
먹고싶은,4
먹구,4
먹어 버려서,4
먹어 보고 맛있어서,4
먹어 보고 싶네요,4
먹어 보고싶어요,4
먹어 보러,4
먹어 봐야겠어요,4
먹어도 너무,4
먹었,4
먹었었는데,4
먹으면 진짜,4
메뉴 너무,4
메뉴 있고,4
메뉴 하나,4
명란 바게트,4
몇개,4
모르겠지만,4
모르는,4
몰랐어요,4
바게트 소금,4
반려견 함께,4
반하고,4
반해서,4
반했습니다,4
받으세요,4
받을,4
발견 하고,4
방문 마다,4
방문 의사 100,4
방문 의사 있습니다,4
방문 커피,4
방문 하는 카페,4
방문 하면,4
방문 합니다,4
방문 해도,4
방문 했다가,4
방문 했었는데,4
배달 로만,4
배불러서,4
버터 추천,4
베스트,4
베이글 너무,4
별로 먹어,4
별로 였어요,4
별로 좋아하지,4
보고 싶었는데,4
보고싶었는데,4
보냈습니다,4
보다도,4
보단,4
보며,4
봐서,4
봐요,4
부드러워요,4
부드럽게,4
부드럽고 너무,4
부부,4
북적,4
분위기 에서,4
분위기 인테리어,4
분위기 좋고 음료,4
분위기 좋아서 자주,4
분위기 좋아용,4
분위기 좋았어요,4
분위기 카페,4
브런치,4
블랜딩,4
블루베리 베이글,4
비교,4
비싸네요,4
비싼데,4
비해,4
빔블,4
사갈,4
사는,4
사람 많고,4
사람 많네요,4
사람 많음,4
사오,4
사왔어요,4
사이,4
사장 감사합니다,4
사장 너무 너무,4
사장 덕분,4
사장 부부,4
사장 센스,4
사장 인지,4
사장 정말 친절하세요,4
사장 최고,4
사장 친절,4
사장 친절하시고 카페,4
사장 친절하십니다,4
산도 너무,4
산딸기,4
산미 있는거,4
산책 하면서,4
살면서,4
상자,4
상큼 하니,4
상큼 해서,4
새로 오픈 카페,4
새로운 메뉴,4
새벽,4
새해 많이 받으세요,4
생각 했는데,4
생각나면,4
생강 라떼,4
생겨,4
생겨서 너무 좋아요,4
생긴 카페,4
생크림 카스테라,4
선물 세트,4
선물 으로도,4
성수동,4
세번 방문,4
소금 맛집 입니다,4
소금 이랑,4
소중한,4
속이,4
솔티 카라멜,4
솔티드 카라멜 마들렌,4
수도,4
수많은,4
쉽지,4
스콘 너무,4
스콘 이랑 베이글,4
스트레스,4
시간 이라,4
시원해요,4
시작,4
시절,4
시켜서,4
식물,4
신랑 이랑,4
신선한 과일,4
싶습니다,4
싶은 카페,4
싶을 정도,4
싶지만,4
써요,4
쓰는,4
아기,4
아기자기하고,4
아늑하고 좋아요,4
아니,4
아닌가요,4
아메리카노 너무,4
아쉽지만 그래도,4
아이 좋아하는,4
아이스티,4
아주아주,4
